# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_10-40-16
---
'a'ba'ka'wei 阿巴卡韦
'yan'suan'duo'ba'an'zhu'she'ye 盐酸多巴胺注射液
'yan'suan'duo'ba'fen'ding'an 盐酸多巴酚丁胺
'yan'suan'duo'ba'fen'ding'an'pu'tao'tang 盐酸多巴酚丁胺葡萄糖
'yan'suan'duo'ba'fen'ding'an'pu'tao'tang'zhu'she'ye 盐酸多巴酚丁胺葡萄糖注射液
'yan'suan'duo'ba'fen'ding'an'zhu'she'ye 盐酸多巴酚丁胺注射液
'yan'suan'duo'li'ka'yin'zhu'she'ye 盐酸多利卡因注射液
'yan'suan'duo'nai'pai'qi 盐酸多奈哌齐
'yan'suan'duo'nai'pai'qi'di'wan 盐酸多萘哌齐滴丸
'yan'suan'duo'nai'pai'qi'jiao'nang 盐酸多奈哌齐胶囊
'yan'suan'duo'nai'pai'qi'pian 盐酸多奈哌齐片
'yan'suan'duo'pi'ke'ming 盐酸多匹可明
'yan'suan'duo'rou'bi'xing 盐酸多柔吡星
'yan'suan'duo'rou'bi'xing 盐酸多柔比星
'yan'suan'duo'rou'bi'xing'zhi'zhi'ti 盐酸多柔比星脂质体
'yan'suan'duo'rou'bi'xing'zhu'she'ye 盐酸多柔比星注射液
'yan'suan'duo'sai'ping 盐酸多塞平
'yan'suan'duo'sai'ping'pian 盐酸多塞平片
'yan'suan'duo'sai'ping'ru'gao 盐酸多塞平乳膏
'yan'suan'duo'sai'ping'zhu'she'ye 盐酸多塞平注射液
'yan'suan'duo'sha'pu'lun 盐酸多沙普仑
'yan'suan'duo'sha'pu'lun'zhu'she'ye 盐酸多沙普仑注射液
'yan'suan'duo'xi'huan'su 盐酸多西环素
'yan'suan'duo'xi'huan'su'chang'rong'jiao'nang 盐酸多西环素肠溶胶囊
'yan'suan'duo'xi'huan'su'jiao'nang 盐酸多西环素胶囊
'yan'suan'duo'xi'huan'su'jiao'wan 盐酸多西环素胶丸
'yan'suan'duo'xi'huan'su'pian 盐酸多西环素片
'yan'suan'e'luo'ti'ni 盐酸厄洛替尼
'yan'suan'e'luo'ti'ni'pian'fei'luo'kai 盐酸厄洛替尼片啡罗凯
'yan'suan'en'bu'la'min 盐酸恩布拉敏
'yan'suan'en'dan'xi'tong 盐酸恩丹西酮
'yan'suan'en'dan'xi'tong'jiao'nang 盐酸恩丹西酮胶囊
'yan'suan'en'dan'xi'tong'pian 盐酸恩丹西酮片
'yan'suan'en'dan'xi'tong'zhu'she'ye 盐酸恩丹西酮注射液
'yan'suan'en'ka'ni 盐酸恩卡尼
'yan'suan'en'xi'la'qin 盐酸恩西拉嗪
'yan'suan'er'ben'jia'yang'jia'pai'ding 盐酸二苯甲氧甲哌啶
'yan'suan'er'ben'zuo'lin 盐酸二苯唑啉
'yan'suan'er'cu'ma'fei 盐酸二醋吗啡
'yan'suan'er'jia'fu'lin 盐酸二甲弗林
'yan'suan'er'jia'fu'lin'pian 盐酸二甲弗林片
'yan'suan'er'jia'fu'lin'zhu'she'ye 盐酸二甲弗林注射液
'yan'suan'er'jia'shuang'gua 盐酸二甲双胍
'yan'suan'er'jia'shuang'gua'chang'rong'jiao'nang 盐酸二甲双胍肠溶胶囊
'yan'suan'er'jia'shuang'gua'chang'rong'pian 盐酸二甲双胍肠溶片
'yan'suan'er'jia'shuang'gua'huan'shi'jiao'nang 盐酸二甲双胍缓释胶囊
'yan'suan'er'jia'shuang'gua'huan'shi'pian 盐酸二甲双胍缓释片
'yan'suan'er'jia'shuang'gua'jiao'nang 盐酸二甲双胍胶囊
'yan'suan'er'jia'shuang'gua'pian 盐酸二甲双胍片
'yan'suan'er'lv'ben'shen 盐酸二氯苯胂
'yan'suan'er'lv'bing'qin'pian 盐酸二氯丙嗪片
'yan'suan'er'qing'ai'tuo'fei 盐酸二氢埃托啡
'yan'suan'er'qing'ai'tuo'fei'pian 盐酸二氢埃托啡片
'yan'suan'er'qing'ai'tuo'fei'she'xia'pian 盐酸二氢埃托啡舌下片
'yan'suan'er'qing'ai'tuo'fei'zhu'she'ye 盐酸二氢埃托啡注射液
'yan'suan'er'yang'bing'qin 盐酸二氧丙嗪
'yan'suan'er'yang'bing'qin'ke'li 盐酸二氧丙嗪颗粒
'yan'suan'er'yang'bing'qin'pian 盐酸二氧丙嗪片
'yan'suan'er'yang'yi'bing'qin'pian 盐酸二氧异丙嗪片
'yan'suan'er'yi'qin 盐酸二乙嗪
'yan'suan'fa'di'na'fei 盐酸伐地那非
'yan'suan'fa'shu'di'er 盐酸法舒地尔
'yan'suan'fa'shu'di'er'zhu'she'ye 盐酸法舒地尔注射液
'yan'suan'fa'xi'luo'wei 盐酸伐昔洛韦
'yan'suan'fa'xi'luo'wei'fen'san'pian 盐酸伐昔洛韦分散片
'yan'suan'fa'xi'luo'wei'jiao'nang 盐酸伐昔洛韦胶囊
'yan'suan'fa'xi'luo'wei'pian 盐酸伐昔洛韦片
'yan'suan'fei'bi'nai'fen'cha'ji 盐酸啡比萘芬搽剂
'yan'suan'fei'bi'nai'fen'ning'jiao 盐酸啡比萘芬凝胶
'yan'suan'fei'bi'nai'fen'pen'wu'ji 盐酸啡比萘芬喷雾剂
'yan'suan'fei'bi'nai'fen'rong'ye 盐酸啡比萘芬溶液
'yan'suan'fei'bi'nai'fen'ru'gao 盐酸啡比萘芬乳膏
'yan'suan'fei'bi'nai'fen'ruan'gao 盐酸啡比萘芬软膏
'yan'suan'fei'bi'nai'fen'san 盐酸啡比萘芬散
'yan'suan'fei'bi'nai'fen'yin'dao'pao'teng'pian 盐酸啡比萘芬阴道泡腾片
'yan'suan'fei'la'zuo'qin'di'wan 盐酸啡拉唑嗪滴丸
'yan'suan'fei'la'zuo'qin'jiao'nang 盐酸啡拉唑嗪胶囊
'yan'suan'fei'na'bi'ding 盐酸非那吡啶
'yan'suan'fei'na'bi'ding'jiao'nang 盐酸非那吡啶胶囊
'yan'suan'fei'suo'fei'na'ding 盐酸非索非那定
'yan'suan'fei'suo'fei'na'ding'pian 盐酸非索非那定片
'yan'suan'fen'bian'ming 盐酸酚苄明
'yan'suan'fen'bian'ming'jiao'nang 盐酸酚苄明胶囊
'yan'suan'fen'bian'ming'pian 盐酸酚苄明片
'yan'suan'fen'bian'ming'zhu'she'ye 盐酸酚苄明注射液
'yan'suan'fen'bu'zhi 盐酸芬布酯
'yan'suan'fen'fang'ji'jian 盐酸粉防己碱
'yan'suan'fen'fu'la'ming 盐酸芬氟拉明
'yan'suan'fen'fu'la'ming'pian 盐酸芬氟拉明片
'yan'suan'fen'nai'jing 盐酸奋乃静
'yan'suan'fen'nai'jing'cu'zhi 盐酸奋乃静醋酯
'yan'suan'fen'si'pi'li 盐酸芬司匹利
'yan'suan'fen'tuo'la'ming 盐酸酚妥拉明
'yan'suan'fu'ba'ni'zhi 盐酸氟巴尼酯
'yan'suan'fu'fen'nai'jing 盐酸氟奋乃静
'yan'suan'fu'fen'nai'jing'pian 盐酸氟奋乃静片
'yan'suan'fu'fen'nai'jing'zhu'she'ye 盐酸氟奋乃静注射液
'yan'suan'fu'gui'li'qin 盐酸氟桂利嗪
'yan'suan'fu'gui'li'qin'jiao'nang 盐酸氟桂利嗪胶囊
'yan'suan'fu'gui'li'qin'pian 盐酸氟桂利嗪片
'yan'suan'fu'nan'liu'an 盐酸呋喃硫胺
'yan'suan'fu'pai'sai'dun 盐酸氟哌噻吨
'yan'suan'fu'xi'pan 盐酸氟西泮
'yan'suan'fu'xi'pan'jiao'nang 盐酸氟西泮胶囊
'yan'suan'fu'xi'ting 盐酸氟西汀
'yan'suan'fu'xi'ting'fen'san'pian 盐酸氟西汀分散片
'yan'suan'fu'xi'ting'jiao'nang 盐酸氟西汀胶囊
'yan'suan'fu'xi'ting'pian 盐酸氟西汀片
'yan'suan'gan'lu'chun'dan'jie 盐酸甘露醇氮芥
'yan'suan'gao'lv'huan'qin 盐酸高氯环秦
'yan'suan'gao'xue'tang'su 盐酸高血糖素
'yan'suan'ge'la'si'qiong 盐酸格拉司琼
'yan'suan'ge'la'si'qiong'fen'san'pian 盐酸格拉司琼分散片
'yan'suan'ge'la'si'qiong'jiao'nang 盐酸格拉司琼胶囊
'yan'suan'ge'la'si'qiong'lv'hua'na 盐酸格拉司琼氯化钠
'yan'suan'ge'la'si'qiong'lv'hua'na'zhu'she'ye 盐酸格拉司琼氯化钠注射液
'yan'suan'ge'la'si'qiong'pian 盐酸格拉司琼片
'yan'suan'ge'la'si'qiong'pu'tao'tang 盐酸格拉司琼葡萄糖
'yan'suan'ge'la'si'qiong'pu'tao'tang'zhu'she'ye 盐酸格拉司琼葡萄糖注射液
'yan'suan'ge'la'si'qiong'zhu'she'ye 盐酸格拉司琼注射液
'yan'suan'ge'lie'qi'fei 盐酸格列齐啡
'yan'suan'ge'lie'qi'te 盐酸格列齐特
'yan'suan'ge'luo'pa'mi 盐酸戈洛帕米
'yan'suan'gua'fa'xin 盐酸胍法辛
'yan'suan'gua'jia'huan'su 盐酸胍甲环素
'yan'suan'gua'jia'huan'su'jiao'nang 盐酸胍甲环素胶囊
'yan'suan'guan'fu'jia'su 盐酸关附甲素
'yan'suan'guan'fu'jia'su'zhu'she'ye 盐酸关附甲素注射液
'yan'suan'hai'ke'ka'yin 盐酸海克卡因
'yan'suan'hai'suo'na'lin 盐酸海索那林
'yan'suan'hai'suo'na'lin'pian 盐酸海索那林片
'yan'suan'huai'ding'jian 盐酸槐定碱
'yan'suan'huai'ding'jian'zhu'she'ye 盐酸槐定碱注射液
'yan'suan'huan'bing'jia'qiang'er'qiang'ma'fei'tong 盐酸环丙甲羟二羟吗啡酮
'yan'suan'huan'bing'sha'xing 盐酸环丙沙星
'yan'suan'huan'bing'sha'xing'di'er'ye 盐酸环丙沙星滴耳液
'yan'suan'huan'bing'sha'xing'di'yan'ye 盐酸环丙沙星滴眼液
'yan'suan'huan'bing'sha'xing'jiao'nang 盐酸环丙沙星胶囊
'yan'suan'huan'bing'sha'xing'ning'jiao 盐酸环丙沙星凝胶
'yan'suan'huan'bing'sha'xing'pian 盐酸环丙沙星片
'yan'suan'huan'bing'sha'xing'pu'tao'tang'zhu'she'ye 盐酸环丙沙星葡萄糖注射液
'yan'suan'huan'bing'sha'xing'ru'gao 盐酸环丙沙星乳膏
'yan'suan'huan'bing'sha'xing'ruan'gao 盐酸环丙沙星软膏
'yan'suan'huan'bing'sha'xing'shuan 盐酸环丙沙星栓
'yan'suan'huan'bing'sha'xing'yan'gao 盐酸环丙沙星眼膏
'yan'suan'huan'bing'sha'xing'yin'dao'pao'teng'pian 盐酸环丙沙星阴道泡腾片
'yan'suan'huan'bing'sha'xing'zhu'she'ye 盐酸环丙沙星注射液
'yan'suan'huan'ding'shen'shang'xian'su 盐酸环丁肾上腺素
'yan'suan'huan'lun'fei'luo 盐酸环仑啡罗
'yan'suan'huan'lun'te'luo 盐酸环仑特罗
'yan'suan'huan'lun'te'luo'pian 盐酸环仑特罗片
'yan'suan'huan'lv'gua 盐酸环氯胍
'yan'suan'huan'shi'pian 烟酸缓释片
'yan'suan'huang'an'mi'long 盐酸磺胺米隆
'yan'suan'huang'lian'su 盐酸黄连素
'yan'suan'huang'lian'su'pian 盐酸黄连素片
'yan'suan'huang'tong'pai'zhi 盐酸黄酮哌酯
'yan'suan'huang'tong'pai'zhi'jiao'nang 盐酸黄酮哌酯胶囊
'yan'suan'huang'tong'pai'zhi'pian 盐酸黄酮哌酯片
'yan'suan'ji'chun'pian 烟酸肌醇片
'yan'suan'ji'chun'zhi 烟酸肌醇酯
'yan'suan'ji'chun'zhi'pian 烟酸肌醇酯片
'yan'suan'ji'xi'ta'bin 盐酸吉西他滨
'yan'suan'jia'ji'duo'ba 盐酸甲基多巴
'yan'suan'jia'ji'ma'huang'jian 盐酸甲基麻黄碱
'yan'suan'jia'ji'ma'huang'jian'ke'li 盐酸甲基麻黄碱颗粒
'yan'suan'jia'lv'fen'zhi 盐酸甲氯芬酯
'yan'suan'jia'lv'fen'zhi'jiao'nang 盐酸甲氯芬酯胶囊
'yan'suan'jia'ma'huang'jian'pian 盐酸甲麻黄碱片
'yan'suan'jia'pai'ka'yin 盐酸甲哌卡因
'yan'suan'jia'pai'ka'yin'shen'shang'xian'su'zhu'she'ye 盐酸甲哌卡因肾上腺素注射液
'yan'suan'jia'ti'sha'xing 盐酸加替沙星
'yan'suan'jia'ti'sha'xing'lv'hua'na 盐酸加替沙星氯化钠
'yan'suan'jia'ti'sha'xing'lv'hua'na'zhu'she'ye 盐酸加替沙星氯化钠注射液
'yan'suan'jia'ti'sha'xing'pian 盐酸加替沙星片
'yan'suan'jia'ti'sha'xing'zhu'she'ye 盐酸加替沙星注射液
'yan'suan'jia'yang'lv'pu'an 盐酸甲氧氯普胺
'yan'suan'jia'yang'lv'pu'an'zhu'she'ye 盐酸甲氧氯普胺注射液
'yan'suan'jia'yang'ming 盐酸甲氧明
'yan'suan'jia'yang'ming'zhu'she'ye 盐酸甲氧明注射液
'yan'suan'jia'yang'na'ming 盐酸甲氧那明
'yan'suan'jia'yang'na'ming'pian 盐酸甲氧那明片
'yan'suan'jia'zhi 烟酸甲酯
'yan'suan'jia'zuo'chun 盐酸甲唑醇
'yan'suan'jin'gang'wan'an 盐酸金刚烷胺
'yan'suan'jin'gang'wan'an'jiao'nang 盐酸金刚烷胺胶囊
'yan'suan'jin'gang'wan'an'ke'li 盐酸金刚烷胺颗粒
'yan'suan'jin'gang'wan'an'pian 盐酸金刚烷胺片
'yan'suan'jin'gang'wan'an'tang'jiang 盐酸金刚烷胺糖浆
'yan'suan'jin'gang'yi'an 盐酸金刚乙胺
'yan'suan'jin'gang'yi'an'ke'li 盐酸金刚乙胺颗粒
'yan'suan'jin'gang'yi'an'kou'fu'ye 盐酸金刚乙胺口服液
'yan'suan'jin'gang'yi'an'pian 盐酸金刚乙胺片
'yan'suan'jin'gang'yi'an'tang'jiang 盐酸金刚乙胺糖浆
'yan'suan'jin'mei'su 盐酸金霉素
'yan'suan'jin'mei'su'ruan'gao 盐酸金霉素软膏
'yan'suan'jin'mei'su'yan'gao 盐酸金霉素眼膏
'yan'suan'jing'an'suan 盐酸精氨酸
'yan'suan'jing'an'suan'pian 盐酸精氨酸片
'yan'suan'jing'an'suan'pu'tao'tang'zhu'she'ye 盐酸精氨酸葡萄糖注射液
'yan'suan'jing'an'suan'zhu'she'ye 盐酸精氨酸注射液
'yan'suan'jing'qu'qin 盐酸肼屈嗪
'yan'suan'jing'qu'qin'pian 盐酸肼屈嗪片
'yan'suan'ka'bo'luo'meng 盐酸卡波罗孟
'yan'suan'ka'bo'luo'meng'pian 盐酸卡波罗孟片
'yan'suan'ka'la'mei'fen 盐酸卡拉美芬
'yan'suan'ka'pi'pa'ming 盐酸卡匹帕明
'yan'suan'ka'ti'luo'er 盐酸卡替洛尔
'yan'suan'ka'ti'luo'er'di'yan'ye 盐酸卡替洛尔滴眼液
'yan'suan'ke'ka'yin 盐酸可卡因
'yan'suan'ke'le'ding 盐酸可乐定
'yan'suan'ke'le'ding'di'wan 盐酸可乐定滴丸
'yan'suan'ke'le'ding'di'yan'ye 盐酸可乐定滴眼液
'yan'suan'ke'le'ding'pian 盐酸可乐定片
'yan'suan'ke'le'ding'zhu'she'ye 盐酸可乐定注射液
'yan'suan'ke'li'mi'zuo 盐酸克立咪唑
'yan'suan'ke'lin'mei'su 盐酸克林霉素
'yan'suan'ke'lin'mei'su'jiao'nang 盐酸克林霉素胶囊
'yan'suan'ke'lin'mei'su'lv'hua'na 盐酸克林霉素氯化钠
'yan'suan'ke'lin'mei'su'lv'hua'na'zhu'she'ye 盐酸克林霉素氯化钠注射液
'yan'suan'ke'lin'mei'su'ning'jiao 盐酸克林霉素凝胶
'yan'suan'ke'lin'mei'su'pu'tao'tang 盐酸克林霉素葡萄糖
'yan'suan'ke'lin'mei'su'pu'tao'tang'zhu'she'ye 盐酸克林霉素葡萄糖注射液
'yan'suan'ke'lin'mei'su'rong'ye 盐酸克林霉素溶液
'yan'suan'ke'lin'mei'su'yin'dao'pao'teng'pian 盐酸克林霉素阴道泡腾片
'yan'suan'ke'lin'mei'su'zhu'she'ye 盐酸克林霉素注射液
'yan'suan'ke'lin'mei'su'zong'lv'suan'zhi 盐酸克林霉素棕榈酸酯
'yan'suan'ke'lin'mei'su'zong'lv'suan'zhi'fen'san'pian 盐酸克林霉素棕榈酸酯分散片
'yan'suan'ke'lin'mei'su'zong'lv'suan'zhi'gan'hun'xuan'ji 盐酸克林霉素棕榈酸酯干混悬剂
'yan'suan'ke'lin'mei'su'zong'lv'suan'zhi'ke'li 盐酸克林霉素棕榈酸酯颗粒
'yan'suan'ke'lun'fei'luo'han'pian 盐酸克仑啡罗含片
'yan'suan'ke'lun'fei'luo'qi'wu'ji 盐酸克仑啡罗气雾剂
'yan'suan'ke'lun'fei'luo'shuan 盐酸克仑啡罗栓
'yan'suan'ke'lun'te'luo 盐酸克仑特罗
'yan'suan'ke'lun'te'luo'han'pian 盐酸克仑特罗含片
'yan'suan'ke'lun'te'luo'mo 盐酸克仑特罗膜
'yan'suan'ke'lun'te'luo'pian 盐酸克仑特罗片
'yan'suan'ke'lun'te'luo'qi'wu'ji 盐酸克仑特罗气雾剂
'yan'suan'ke'lun'te'luo'shuan 盐酸克仑特罗栓
'yan'suan'kui'na'pu'li 盐酸喹那普利
'yan'suan'kui'na'pu'li'pian 盐酸喹那普利片
'yan'suan'kui'ning 盐酸奎宁
'yan'suan'la'bei'luo'er 盐酸拉贝洛尔
'yan'suan'la'bei'luo'er'pian 盐酸拉贝洛尔片
'yan'suan'la'bei'luo'er'zhu'she'ye 盐酸拉贝洛尔注射液
'yan'suan'lai'an'suan 盐酸赖氨酸
'yan'suan'lai'an'suan'lv'hua'na 盐酸赖氨酸氯化钠
'yan'suan'lai'an'suan'lv'hua'na'zhu'she'ye 盐酸赖氨酸氯化钠注射液
'yan'suan'lai'an'suan'pian 盐酸赖氨酸片
'yan'suan'lai'an'suan'pu'tao'tang 盐酸赖氨酸葡萄糖
'yan'suan'lai'an'suan'pu'tao'tang'zhu'she'ye 盐酸赖氨酸葡萄糖注射液
'yan'suan'lai'an'suan'san 盐酸赖氨酸散
'yan'suan'lai'an'suan'zhu'she'ye 盐酸赖氨酸注射液
'yan'suan'lao'ka'ni 盐酸劳卡尼
'yan'suan'le'ka'di'ping 盐酸乐卡地平
'yan'suan'lei'luo'xi'fen 盐酸雷洛昔芬
'yan'suan'lei'luo'xi'fen'pian 盐酸雷洛昔芬片
'yan'suan'lei'mo'si'qiong 盐酸雷莫司琼
'yan'suan'lei'mo'si'qiong'zhu'she'ye 盐酸雷莫司琼注射液
'yan'suan'lei'ni'ti'ding 盐酸雷尼替丁
'yan'suan'lei'ni'ti'ding'jiao'nang 盐酸雷尼替丁胶囊
'yan'suan'lei'ni'ti'ding'ju'jue'pian 盐酸雷尼替丁咀嚼片
'yan'suan'lei'ni'ti'ding'kou'fu'ye 盐酸雷尼替丁口服液
'yan'suan'lei'ni'ti'ding'lv'hua'na 盐酸雷尼替丁氯化钠
'yan'suan'lei'ni'ti'ding'lv'hua'na'zhu'she'ye 盐酸雷尼替丁氯化钠注射液
'yan'suan'lei'ni'ti'ding'pao'teng'ke'li 盐酸雷尼替丁泡腾颗粒
'yan'suan'lei'ni'ti'ding'pao'teng'pian 盐酸雷尼替丁泡腾片
'yan'suan'lei'ni'ti'ding'pian 盐酸雷尼替丁片
'yan'suan'lei'ni'ti'ding'tang'jiang 盐酸雷尼替丁糖浆
'yan'suan'lei'ni'ti'ding'zhu'she'ye 盐酸雷尼替丁注射液
'yan'suan'li'duo'ka'yin 盐酸利多卡因
'yan'suan'li'duo'ka'yin'huan'shi'di'wan 盐酸利多卡因缓释滴丸
'yan'suan'li'duo'ka'yin'jiao'jiang 盐酸利多卡因胶浆
'yan'suan'li'duo'ka'yin'lv'hua'na 盐酸利多卡因氯化钠
'yan'suan'li'duo'ka'yin'lv'hua'na'zhu'she'ye 盐酸利多卡因氯化钠注射液
'yan'suan'li'duo'ka'yin'ning'jiao 盐酸利多卡因凝胶
'yan'suan'li'duo'ka'yin'pu'tao'tang'zhu'she'ye 盐酸利多卡因葡萄糖注射液
'yan'suan'li'duo'ka'yin'qi'wu'ji 盐酸利多卡因气雾剂
'yan'suan'li'duo'ka'yin'zhu'she'ye 盐酸利多卡因注射液
'yan'suan'li'tuo'jun 盐酸利托君
'yan'suan'li'tuo'jun'pian 盐酸利托君片
'yan'suan'li'tuo'jun'zhu'she'ye 盐酸利托君注射液
'yan'suan'lin'ke'mei'su 盐酸林可霉素
'yan'suan'lin'ke'mei'su'di'er'ye 盐酸林可霉素滴耳液
'yan'suan'lin'ke'mei'su'di'yan'ye 盐酸林可霉素滴眼液
'yan'suan'lin'ke'mei'su'jiao'nang 盐酸林可霉素胶囊
'yan'suan'lin'ke'mei'su'kou'fu'ye 盐酸林可霉素口服液
'yan'suan'lin'ke'mei'su'lv'hua'na'zhu'she'ye 盐酸林可霉素氯化钠注射液
'yan'suan'lin'ke'mei'su'pian 盐酸林可霉素片
'yan'suan'lin'ke'mei'su'rong'ye 盐酸林可霉素溶液
'yan'suan'lin'ke'mei'su'ruan'gao 盐酸林可霉素软膏
'yan'suan'lin'ke'mei'su'shuan 盐酸林可霉素栓
'yan'suan'lin'ke'mei'su'zhu'she'ye 盐酸林可霉素注射液
'yan'suan'lin'suan'he'tang'ji'zhuan'yi'mei 烟酸磷酸核糖基转移酶
'yan'suan'liu'an'su 盐酸硫胺素
'yan'suan'liu'bi'li 盐酸硫必利
'yan'suan'liu'bi'li'lv'hua'na'zhu'she'ye 盐酸硫必利氯化钠注射液
'yan'suan'liu'bi'li'pian 盐酸硫必利片
'yan'suan'liu'bi'li'zhu'she 盐酸硫必利注射
'yan'suan'liu'bi'li'zhu'she'ye 盐酸硫必利注射液
'yan'suan'liu'li'da'qin 盐酸硫利达嗪
'yan'suan'liu'li'da'qin 盐酸硫利哒嗪
'yan'suan'liu'li'da'qin'pian 盐酸硫利达嗪片
'yan'suan'liu'li'da'qin'pian 盐酸硫利哒嗪片
'yan'suan'lu'fan'qun 盐酸卤泛群
'yan'suan'lu'fu'sha'xing 盐酸芦氟沙星
'yan'suan'lu'fu'sha'xing'jiao'nang 盐酸芦氟沙星胶囊
'yan'suan'lu'fu'sha'xing'pian 盐酸芦氟沙星片
'yan'suan'lun'an'xi'lin 盐酸仑氨西林
'yan'suan'lun'an'xi'lin'pian 盐酸仑氨西林片
'yan'suan'luo'bei'lin 盐酸洛贝林
'yan'suan'luo'bei'lin'zhu'she'ye 盐酸洛贝林注射液
'yan'suan'luo'fei'xi'ding 盐酸洛非西定
'yan'suan'luo'fei'xi'ding'pian 盐酸洛非西定片
'yan'suan'luo'ge'lie'tong 盐酸罗格列酮
'yan'suan'luo'ge'lie'tong'jiao'nang 盐酸罗格列酮胶囊
'yan'suan'luo'ge'lie'tong'pian 盐酸罗格列酮片
'yan'suan'luo'mei'li'qin 盐酸洛美利嗪
'yan'suan'luo'mei'li'qin'jiao'nang 盐酸洛美利嗪胶囊
'yan'suan'luo'mei'li'qin'pian 盐酸洛美利嗪片
'yan'suan'luo'mei'sha'xing 盐酸洛美沙星
'yan'suan'luo'mei'sha'xing'di'er'ye 盐酸洛美沙星滴耳液
'yan'suan'luo'mei'sha'xing'di'yan'ye 盐酸洛美沙星滴眼液
'yan'suan'luo'mei'sha'xing'fen'san'pian 盐酸洛美沙星分散片
'yan'suan'luo'mei'sha'xing'jiao'nang 盐酸洛美沙星胶囊
'yan'suan'luo'mei'sha'xing'ke'li 盐酸洛美沙星颗粒
'yan'suan'luo'mei'sha'xing'lv'hua'na 盐酸洛美沙星氯化钠
'yan'suan'luo'mei'sha'xing'lv'hua'na'zhu'she'ye 盐酸洛美沙星氯化钠注射液
'yan'suan'luo'mei'sha'xing'pian 盐酸洛美沙星片
'yan'suan'luo'mei'sha'xing'pu'tao'tang 盐酸洛美沙星葡萄糖
'yan'suan'luo'mei'sha'xing'pu'tao'tang'zhu'she'ye 盐酸洛美沙星葡萄糖注射液
'yan'suan'luo'mei'sha'xing'ru'gao 盐酸洛美沙星乳膏
'yan'suan'luo'mei'sha'xing'ruan'gao 盐酸洛美沙星软膏
'yan'suan'luo'mei'sha'xing'yan'yong'ning'jiao 盐酸洛美沙星眼用凝胶
'yan'suan'luo'mei'sha'xing'zhu'she'ye 盐酸洛美沙星注射液
'yan'suan'luo'pai'ding'an 盐酸洛哌丁胺
'yan'suan'luo'pai'ding'an'jiao'nang 盐酸洛哌丁胺胶囊
'yan'suan'luo'pai'ding'an'ke'li 盐酸洛哌丁胺颗粒
'yan'suan'luo'pai'ka'yin 盐酸罗哌卡因
'yan'suan'luo'pai'ka'yin'zhu'she'ye 盐酸罗哌卡因注射液
'yan'suan'luo'sha'ping 盐酸洛沙平
'yan'suan'luo'sha'ti'ding'cu'suan'zhi 盐酸罗沙替丁醋酸酯
'yan'suan'luo'tong'ding 盐酸罗通定
'yan'suan'luo'tong'ding'pian 盐酸罗通定片
'yan'suan'lv'an'tong 盐酸氯胺酮
'yan'suan'lv'an'tong'zhu'she'ye 盐酸氯胺酮注射液
'yan'suan'lv'bi'ge'lei'pian 盐酸氯吡格雷片
'yan'suan'lv'bi'la'min 盐酸氯吡拉敏
'yan'suan'lv'bing'na'lin 盐酸氯丙那林
'yan'suan'lv'bing'na'lin'pian 盐酸氯丙那林片
'yan'suan'lv'bing'qin 盐酸氯丙嗪
'yan'suan'lv'bing'qin'pian 盐酸氯丙嗪片
'yan'suan'lv'bing'qin'zhu'she'ye 盐酸氯丙嗪注射液
'yan'suan'lv'ding'ti'nuo 盐酸氯丁替诺
'yan'suan'lv'gua 盐酸氯胍
'yan'suan'lv'huan'li'qin 盐酸氯环利嗪
'yan'suan'lv'huan'li'qin'pian 盐酸氯环利嗪片
'yan'suan'lv'huan'li'qin'ru'gao 盐酸氯环利嗪乳膏
'yan'suan'lv'ji'ding 盐酸氯己定
'yan'suan'lv'lei'ta'ding 盐酸氯雷他定
'yan'suan'lv'lei'ta'ding'jiao'nang 盐酸氯雷他定胶囊
'yan'suan'lv'lei'ta'ding'pian 盐酸氯雷他定片
'yan'suan'lv'mi'pa'ming 盐酸氯米帕明
'yan'suan'lv'mi'pa'ming'pian 盐酸氯米帕明片
'yan'suan'lv'mi'pa'ming'zhu'she'ye 盐酸氯米帕明注射液
'yan'suan'lv'pai'ding 盐酸氯哌丁
'yan'suan'lv'pai'ding'pian 盐酸氯哌丁片
'yan'suan'lv'pai'sai'dun 盐酸氯哌噻吨
'yan'suan'lv'pai'zuo'tong 盐酸氯哌唑酮
'yan'suan'lv'pu'lu'ka'yin 盐酸氯普鲁卡因
'yan'suan'lv'pu'lu'ka'yin'zhu'she'ye 盐酸氯普鲁卡因注射液
'yan'suan'lv'pu'sai'dun 盐酸氯普噻吨
'yan'suan'lv'pu'sai'dun'zhu'she'ye 盐酸氯普噻吨注射液
'yan'suan'ma'fei 盐酸吗啡
'yan'suan'ma'fei'a'tuo'pin 盐酸吗啡阿托品
'yan'suan'ma'fei'huan'shi'pian 盐酸吗啡缓释片
'yan'suan'ma'fei'kong'shi'pian 盐酸吗啡控释片
'yan'suan'ma'fei'pian 盐酸吗啡片
'yan'suan'ma'fei'zhu'she'ye 盐酸吗啡注射液
'yan'suan'ma'huang'jian 盐酸麻黄碱
'yan'suan'ma'huang'jian'ben'hai'la'ming'pian 盐酸麻黄碱苯海拉明片
'yan'suan'ma'huang'jian'di'bi'ye 盐酸麻黄碱滴鼻液
'yan'suan'ma'huang'jian'pian 盐酸麻黄碱片
