# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-10
---
'f'yi FⅠ
'xing'fu'long'kang'shuan'wan 型蝮龙抗栓丸
'xing'fu'wu'ren'yuan 性服务人员
'xing'gao'chao'gong'neng'zhang'ai 性高潮功能障碍
'xing'ge'ji'neng'lei'xing'lun 性格机能类型论
'xing'gu'gu'bing'jin'qiang'yu'bing 型股骨柄金枪鱼柄
'xing'gu'mo'cheng'xing'shu 型鼓膜成形术
'xing'guan'fang'zhi'shu 型管放置术
'xing'guan'xi'zhang'ai 性关系障碍
'xing'guan'zhi'ru'shu 形管置入术
'xing'hai'mian'yang'shui'zhong 性海绵样水肿
'xing'he'zhi'ke 杏荷止咳
'xing'he'zhi'ke'tang'jiang 杏荷止咳糖浆
'xing'hong're'xin'ji'yan 猩红热心肌炎
'xing'hong're'yang'hong'ban 猩红热样红斑
'xing'ji'neng'yan'chi'fa'yu'zong'he'zheng 性机能延迟发育综合症
'xing'ji'su'jie'he'qiu'dan'bai 性激素结合球蛋白
'xing'jia'zhuang'xian'yin'liu'guan 型甲状腺引流管
'xing'jiang'ye'xing'shi'wang'mo'bing 性浆液性视网膜病
'xing'jiao'hou'chu'xie 性交后出血
'xing'jiao'mo'hun'zhuo 性角膜混浊
'xing'jiao'mo'kui'yang 性角膜溃疡
'xing'jiao'shi'yan 性交试验
'xing'jiao'teng'tong 性交疼痛
'xing'jiao'yu'zi'xun 性教育咨询
'xing'jiao'yuan'bing 性胶原病
'xing'jie'chu'chuan'bo 性接触传播
'xing'jie'chu'chuan'ran 性接触传染
'xing'jie'chu'gan'ran 性接触感染
'xing'jin'mo'yan 性筋膜炎
'xing'jiu'bao'jiao'nang 醒酒宝胶囊
'xing'jue'se'zhang'ai 性角色障碍
'xing'jun'gu'zhe 行军骨折
'xing'kou'yan'tong'qi'guan 型口咽通气管
'xing'lian'lin'ba'zeng'sheng'xing'bing 性联淋巴增生性病
'xing'lian'yu'lin'bing 性联鱼鳞病
'xing'lin'zhong'yi'lou 杏林中医楼
'xing'ling'di'wan 杏灵滴丸
'xing'ling'ke'li 杏灵颗粒
'xing'mai'luo'mo'shi'wang'mo'yan 性脉络膜视网膜炎
'xing'mao'nang'yan 性毛囊炎
'xing'nao'an'shen 醒脑安神
'xing'nao'an'shen'bo'mo'yi'pian 醒脑安神薄膜衣片
'xing'nao'an'shen'jiao'nang 醒脑安神胶囊
'xing'nao'an'shen'pian 醒脑安神片
'xing'nao'an'shen'pian'bo'mo'yi 醒脑安神片薄膜衣
'xing'nao'jiang'ya 醒脑降压
'xing'nao'jiang'ya'wan 醒脑降压丸
'xing'nao'jiang'ya'wan'shui'wan 醒脑降压丸水丸
'xing'nao'jing'zhu'she'ye 醒脑静注射液
'xing'nao'kang'jiao'nang 醒脑康胶囊
'xing'nao'ku'ke'ya'pian 醒脑库克亚片
'xing'nao'ling'pian 星瑙灵片
'xing'nao'na'tai 型脑钠肽
'xing'nao'na'tai'ding'biao'ye 型脑钠肽定标液
'xing'nao'na'tai'zhi'kong 型脑钠肽质控
'xing'nao'niu'huang'qing'xin 醒脑牛黄清心
'xing'nao'niu'huang'qing'xin'pian 醒脑牛黄清心片
'xing'nao'zai'zao 醒脑再造
'xing'nao'zai'zao'jiao'nang 醒脑再造胶嚢
'xing'nao'zai'zao'jiao'nang 醒脑再造胶囊
'xing'nao'zai'zao'wan 醒脑再造丸
'xing'nao'zhu'she'ye 醒脑注射液
'xing'nei'qie'mei 性内切酶
'xing'ni'zhuan'zong'he'zheng 性逆转综合征
'xing'nong'pao'xing'mao'nang'yan 性脓疱性毛囊炎
'xing'pi'fu'song'chi'zheng 型皮肤松弛症
'xing'pi'kai'wei 醒脾开胃
'xing'pi'kai'wei'ke'li 醒脾开胃颗粒
'xing'pi'ke'li 醒脾颗粒
'xing'pi'yang'er 醒脾养儿
'xing'pi'yang'er'jiao'nang 醒脾养儿胶囊
'xing'pi'yang'er'ke'li 醒脾养儿颗粒
'xing'pian'hao'duo'xiang'zhang'ai 性偏好多相障碍
'xing'pian'hao'zhang'ai 性偏好障碍
'xing'qi'he'wei 行气和胃
'xing'qi'hua'shui 行气化水
'xing'qi'huo'xue 行气活血
'xing'qi'huo'xue'ke'li 行气活血颗粒
'xing'qi'jiang'ni 行气降逆
'xing'qi'san'jie 行气散结
'xing'qi'zhi'tong 行气止痛
'xing'qiu'nang'kuo'zhang'dao'guan 型球囊扩张导管
'xing'ran'se'ti 形染色体
'xing'ran'se'ti 性染色体
'xing'ran'se'ti'bing 性染色体病
'xing'ran'se'ti'yi'chang'nan'xing'biao'xing 性染色体异常男性表型
'xing'ran'se'ti'yi'chang'nv'xing'biao'xing 性染色体异常女性表型
'xing'ran'se'zhi 性染色质
'xing'ran'se'zhi'ti 性染色质体
'xing'ren'gan'cao'si'ban'shi 杏仁甘草四般施
'xing'ren'he'hui'sun'shu 杏仁核毁损术
'xing'ren'hua'shi'tang 杏仁滑石汤
'xing'ren'jing'rong'ye 杏仁腈溶液
'xing'ren'zhi'ke 杏仁止咳
'xing'ren'zhi'ke'ke'li 杏仁止咳颗粒
'xing'ren'zhi'ke'kou'fu'ye 杏仁止咳口服液
'xing'ren'zhi'ke'tang'jiang 杏仁止咳糖浆
'xing'rou'du'su 型肉毒素
'xing'she'kui'yang 性舌溃疡
'xing'shen'chu'xing'shi'wang'mo'yan 性渗出性视网膜炎
'xing'shen'fen'zhang'ai 性身份障碍
'xing'shi'guan'kong'chang'wen'he'shu 形食管空肠吻合术
'xing'shi'wang'mo'dong'mai'bi'se 性视网膜动脉闭塞
'xing'shi'yun'si 形式运思
'xing'shi'yun'si'jie'duan 形式运思阶段
'xing'shi'yun'suan 形式运算
'xing'su'er'chen 杏苏二陈
'xing'su'er'chen'wan 杏苏二陈丸
'xing'su'gan'mao 杏苏感冒
'xing'su'gan'mao'chong'ji 杏苏感冒冲剂
'xing'su'gan'mao'ke'li 杏苏感冒颗粒
'xing'su'kou'fu'ye 杏苏口服液
'xing'su'san'nei'xia'chen'qian 杏苏散内夏陈前
'xing'su'zhi'ke 杏苏止咳
'xing'su'zhi'ke'ke'li 杏苏止咳颗粒
'xing'su'zhi'ke'kou'fu'ye 杏苏止咳口服液
'xing'su'zhi'ke'lu 杏苏止咳露
'xing'su'zhi'ke'lu'tang'jiang 杏苏止咳露糖浆
'xing'su'zhi'ke'tang'jiang 杏苏止咳糖浆
'xing'suo'jian'zhi'liu 性索间质瘤
'xing'suo'jian'zhi'xi'bao'liu 性索间质细胞瘤
'xing'suo'liu'ban'you'huan'zhuang'xiao'guan 性索瘤伴有环状小管
'xing'tai'ce'liang'xi'bao'xue 形态测量细胞学
'xing'tai'fa'sheng 形态发生
'xing'tai'fa'sheng'su 形态发生素
'xing'tai'fa'sheng'xue 形态发生学
'xing'tai'fa'sheng'yun'dong 形态发生运动
'xing'tai'tian'qi'tong'jing'jiao'nang 星泰田七痛经胶囊
'xing'tai'xin'li'xue 形态心理学
'xing'tai'zai'zao 形态再造
'xing'wang'zhuang'ceng 星网状层
'xing'wei'gong'cheng'xue 行为工程学
'xing'wei'guan'cha'he'zhi'liao 行为观察和治疗
'xing'wei'jiao'zheng'zhi'liao 行为矫正治疗
'xing'wei'jue'xing 行为觉醒
'xing'wei'liao'fa 行为疗法
'xing'wei'sheng'tai'xue 行为生态学
'xing'wei'tong'yuan 行为同源
'xing'wei'xian'xian 行为显现
'xing'wei'yi'chuan'xue 行为遗传学
'xing'wei'yi'xue 行为医学
'xing'wei'zhang'ai 行为障碍
'xing'wei'zhi'liao 行为治疗
'xing'wen'he'shu 形吻合术
'xing'xian'fa'yu'bu'quan 性腺发育不全
'xing'xian'fa'yu'zhang'ai'zheng 性腺发育障碍症
'xing'xian'fa'yu'zhang'ai'zong'he'zheng 性腺发育障碍综合症
'xing'xian'gong'neng'jian'tui 性腺功能减退
'xing'xian'ji'zhi'xi'bao'liu 性腺基质细胞瘤
'xing'xian'jing'mai'zao'ying 性腺静脉造影
'xing'xian'pei'mu'xi'bao'liu 性腺胚母细胞瘤
'xing'xian'qie'chu'shu 性腺切除术
'xing'xian'que'ru 性腺缺如
'xing'xiang'tu'er'feng 杏香兔耳风
'xing'xiang'tu'er'feng'jiao'nang 杏香兔耳风胶囊
'xing'xiang'tu'er'feng'ke'li 杏香兔耳风颗粒
'xing'xiang'tu'er'feng'pian 杏香兔耳风片
'xing'xiang'tu'er'feng'pian'bo'mo'yi 杏香兔耳风片薄膜衣
'xing'xin'li'fa'yu'zhang'ai 性心理发育障碍
'xing'xin'xi'su 性信息素
'xing'xin'zang'qi'bo'qi 型心脏起搏器
'xing'xing'bo'li'ti'bian'xing 星形玻璃体变性
'xing'xing'bo'li'ti'yan 星形玻璃体炎
'xing'xing'jiao'zhi'xi'bao 星形胶质细胞
'xing'xing'mu'xi'bao'liu 星形母细胞瘤
'xing'xing'nu'ka'jun 星形奴卡菌
'xing'xing'nuo'ka'jun 星形诺卡菌
'xing'xing'wei'lei'xing 型行为类型
'xing'xing'wei'yi'chang 性行为异常
'xing'xing'xi'bao 星形细胞
'xing'xing'xi'bao'liu 星形细胞瘤
'xing'xiong'lv'hua'na 杏芎氯化钠
'xing'xiong'lv'hua'na'zhu'she'ye 杏芎氯化钠注射液
'xing'ye'fang'feng 杏叶防风
'xing'yu'gao'chao'yi'chang 性欲高潮异常
'xing'yu'jian'tui 性欲减退
'xing'yu'kang'jin 性欲亢进
'xing'yu'que'shi 性欲缺失
'xing'yu'zeng'jia 性欲增加
'xing'zheng'zong'he'zheng 性征综合征
'xing'zhi'xue'pai 形质学派
'xing'zhuan'bian'zong'he'zheng 性转变综合征
'xing'zhuang'bao'zi 星状孢子
'xing'zhuang'heng'chang'xing 形状恒常性
'xing'zhuang'shen'jing'jie'qie'chu'shu 星状神经节切除术
'xing'zhuang'shen'jing'jie'sun'shang 星状神经节损伤
'xing'zhuang'shen'jing'jie'zu'zhi'shu 星状神经节阻滞术
'xing'zhuang'zhi'jue 形状知觉
'xing'zhuang'zi'fa'xing'jia'ban 星状自发性假瘢
'xing'zou'kun'nan 行走困难
'xiong'bi'ao'xian 胸壁凹陷
'xiong'bi'bing'sun'qie'chu'shu 胸壁病损切除术
'xiong'bi'bing'zao'qie'chu'shu 胸壁病灶切除术
'xiong'bi'bing'zao'qing'chu'shu 胸壁病灶清除术
'xiong'bi'ca'shang 胸壁擦伤
'xiong'bi'cha'ji 胸痹茶剂
'xiong'bi'cuo'gou'liu 胸壁错构瘤
'xiong'bi'cuo'shang 胸壁挫伤
'xiong'bi'dou'dao 胸壁窦道
'xiong'bi'duo'chu'kai'fang'xing'shang'kou 胸壁多处开放性伤口
'xiong'bi'e'xing'zhong'liu 胸壁恶性肿瘤
'xiong'bi'fan'chang'yun'dong 胸壁反常运动
'xiong'bi'feng'wo'zu'zhi'yan 胸壁蜂窝组织炎
'xiong'bi'gao'pin'zhen'dang 胸壁高频振荡
'xiong'bi'hou'tian'xing'bian'xing 胸壁后天性变形
'xiong'bi'huo'jian'shu 胸壁活检术
'xiong'bi'ji'fa'xing'e'xing'zhong'liu 胸壁继发性恶性肿瘤
'xiong'bi'ji'xing 胸壁畸形
'xiong'bi'jiao'jie'e'xing'zhong'liu 胸壁交界恶性肿瘤
'xiong'bi'jie'di'zu'zhi'e'xing'zhong'liu 胸壁结缔组织恶性肿瘤
'xiong'bi'jie'di'zu'zhi'liang'xing'zhong'liu 胸壁结缔组织良性肿瘤
'xiong'bi'jie'he'bing'zao'qing'chu'shu 胸壁结核病灶清除术
'xiong'bi'jie'he'qing'chu'shu 胸壁结核清除术
'xiong'bi'liang'xing'zhong'liu 胸壁良性肿瘤
'xiong'bi'lie'shang 胸壁裂伤
'xiong'bi'lie'shang'feng'he'shu 胸壁裂伤缝合术
'xiong'bi'lin'ba'jie'jie'he 胸壁淋巴结结核
'xiong'bi'nong'zhong 胸壁脓肿
'xiong'bi'nong'zhong'qie'kai'yin'liu'shu 胸壁脓肿切开引流术
'xiong'bi'pi'ban'shu 胸臂皮瓣术
'xiong'bi'qian'biao'sun'shang 胸壁浅表损伤
'xiong'bi'qian'tu'ji'xing 胸壁前凸畸形
'xiong'bi'qie'kai'yi'wu'qu'chu'shu 胸壁切开异物取出术
'xiong'bi'qie'kou'er'ci'feng'he'shu 胸壁切口二次缝合术
'xiong'bi'qing'chuang'feng'he'shu 胸壁清创缝合术
'xiong'bi'que'sun'chong'jian'shu 胸壁缺损重建术
'xiong'bi'que'sun'xiu'fu'shu 胸壁缺损修复术
'xiong'bi'shi'suan 胸壁嗜酸
'xiong'bi'shu'hou'ruan'hua 胸壁术后软化
'xiong'bi'sun'shang 胸壁损伤
'xiong'bi'wai'shang'kuo'chuang'shu 胸壁外伤扩创术
'xiong'bi'xin'tong'bing 胸痹心痛病
'xiong'bi'xiu'bu'shu 胸壁修补术
'xiong'bi'xue'guan'jie'za'shu 胸壁血管结扎术
'xiong'bi'xue'shuan'xing'jing'mai'yan 胸壁血栓性静脉炎
'xiong'bi'zhong'liu'qie'chu'shu 胸壁肿瘤切除术
'xiong'bu'cuo'shang 胸部挫伤
'xiong'bu'dong'shang'ban'you'zu'zhi'huai'si 胸部冻伤伴有组织坏死
'xiong'bu'duo'chu'qian'biao'sun'shang 胸部多处浅表损伤
'xiong'bu'duo'chu'sun'shang 胸部多处损伤
'xiong'bu'duo'chu'xue'guan'sun'shang 胸部多处血管损伤
'xiong'bu'fang'xian'jun'bing 胸部放线菌病
'xiong'bu'ji'suan'ji'sao'miao 胸部计算机扫描
'xiong'bu'ji'sui'sun'shang 胸部脊髓损伤
'xiong'bu'ji'ya'shang 胸部挤压伤
'xiong'bu'ji'zhu'duo'fa'xing'gu'zhe 胸部脊柱多发性骨折
'xiong'bu'ji'zhu'niu'shang'he'lao'sun 胸部脊柱扭伤和劳损
'xiong'bu'ji'zhu'shen'jing'gen'sun'shang 胸部脊柱神经根损伤
'xiong'bu'ji'zhu'teng'tong 胸部脊柱疼痛
'xiong'bu'jiao'gan'shen'jing'sun'shang 胸部交感神经损伤
'xiong'bu'kai'fang'xing'kou'shang'ban'gan'ran 胸部开放性口伤伴感染
'xiong'bu'kai'fang'xing'kou'shang'ban'yi'wu 胸部开放性口伤伴异物
'xiong'bu'kai'fang'xing'shang'kou 胸部开放性伤口
'xiong'bu'nei'shang'bing 胸部内伤病
'xiong'bu'pi'fu'ca'shang 胸部皮肤擦伤
'xiong'bu'pi'fu'liang'xing'zhong'liu 胸部皮肤良性肿瘤
'xiong'bu'pi'xia'da'jing'mai'yan 胸部皮下大静脉炎
'xiong'bu'qi'guan'sun'shang 胸部气管损伤
'xiong'bu'qian'biao'dong'shang 胸部浅表冻伤
'xiong'bu'qie'kou 胸部切口
'xiong'bu'shang'kou'qing'chuang'feng'he'shu 胸部伤口清创缝合术
'xiong'bu'shen'jing'sun'shang 胸部神经损伤
'xiong'bu'sun'shang 胸部损伤
'xiong'bu'xian'chang'gui'jian'cha 胸部线常规检查
'xiong'bu'xiu'bu'shu 胸部修补术
'xiong'bu'zhong'liu'zhi'liao 胸部肿瘤治疗
'xiong'bu'zhong'wu 胸部肿物
'xiong'bu'zhou'wei'shen'jing'sun'shang 胸部周围神经损伤
'xiong'bu'zhui'jian'pan'chuang'shang'xing'po'lie 胸部椎间盘创伤性破裂
'xiong'can'e'jia'can 雄蚕蛾家蚕
'xiong'chang'shen'jing 胸长神经
'xiong'chu'kou'song'jie'shu 胸出口松解术
'xiong'chu'kou'zong'he'zheng'shou'shu 胸出口综合症手术
'xiong'chu'kou'zong'he'zheng'song'jie'shu 胸出口综合症松解术
'xiong'da'ji'jie'he 胸大肌结核
'xiong'da'ji'pi'ban'yi'zhi'shu 胸大肌皮瓣移植术
'xiong'da'ji'que'ru 胸大肌缺如
'xiong'da'ji'xiu'bu'shu 胸大肌修补术
'xiong'da'ji'yi'zhi'shu 胸大肌移植术
'xiong'dan'chuan'bei 熊胆川贝
'xiong'dan'chuan'bei'kou'fu'ye 熊胆川贝口服液
'xiong'dan'di'yan'ye 熊胆滴眼液
'xiong'dan'die'da 熊胆跌打
'xiong'dan'die'da'gao 熊胆跌打膏
'xiong'dan'fen'di'yan'ye 熊胆粉滴眼液
'xiong'dan'fu'ming'ye 熊胆复明液
'xiong'dan'huang'qin 熊胆黄芩
'xiong'dan'huang'qin'di'yan'ye 熊胆黄芩滴眼液
'xiong'dan'jiang're'jiao'nang 熊胆降热胶囊
'xiong'dan'jiao'nang 熊胆胶囊
'xiong'dan'jiu'xin 熊胆救心
'xiong'dan'jiu'xin'dan 熊胆救心丹
'xiong'dan'jiu'xin'dan'wan 熊胆救心丹丸
'xiong'dan'jiu'xin'wan 熊胆救心丸
'xiong'dan'kai'ming 熊胆开明
'xiong'dan'kai'ming'pian 熊胆开明片
'xiong'dan'kai'ming'pian'tang'yi 熊胆开明片糖衣
'xiong'dan'pai'shi 熊胆排石
'xiong'dan'pai'shi'pian 熊胆排石片
'xiong'dan'shu'gan'li'dan 熊胆舒肝利胆
'xiong'dan'shu'gan'li'dan'jiao'nang 熊胆舒肝利胆胶囊
'xiong'dan'wan'jiao'nang 熊胆丸胶囊
'xiong'dan'xiao'zhi'ling 熊胆消痔灵
'xiong'dan'yan'yao'shui 熊胆眼药水
'xiong'dan'yin'chen 熊胆茵陈
'xiong'dan'yin'chen'kou'fu'ye 熊胆茵陈口服液
'xiong'dan'zhi'chuang 熊胆痔疮
'xiong'dan'zhi'chuang'gao 熊胆痔疮膏
'xiong'dan'zhi'chuang'shuan 熊胆痔疮栓
'xiong'dan'zhi'ling 熊胆痔灵
'xiong'dan'zhi'ling'gao 熊胆痔灵膏
'xiong'dan'zhi'ling'shuan 熊胆痔灵栓
'xiong'dao'guan'duan'lie 胸导管断裂
'xiong'dao'guan'geng'zu 胸导管梗阻
'xiong'dao'guan'jie'za'shu 胸导管结扎术
'xiong'dao'guan'lou'bi'he'shu 胸导管瘘闭合术
'xiong'dao'guan'tao'guan'cha'ru'shu 胸导管套管插入术
'xiong'dao'guan'yin'liu 胸导管引流
'xiong'dao'guan'zao'lou'shu 胸导管造瘘术
'xiong'dong'mai'liu'xiu'bu'shu 胸动脉瘤修补术
'xiong'e'shen'rong 雄蛾参茸
'xiong'e'shen'rong'kou'fu'ye 雄蛾参茸口服液
'xiong'e'xing'zhong'liu 胸恶性肿瘤
'xiong'e'xing'zhou'wei'shen'jing'zhong'liu 胸恶性周围神经肿瘤
'xiong'fu'bi'xue'shuan'xing'jing'mai'yan 胸腹壁血栓性静脉炎
'xiong'fu'lian'he'qie'kou 胸腹联合切口
'xiong'fu'liang'xing'jian'pi'liu 胸腹良性间皮瘤
'xiong'fu'mo'lie'kong'shan 胸腹膜裂孔疝
'xiong'fu'qiang'chong'xi 胸腹腔冲洗
'xiong'fu'qiang'yin'liu'guan 胸腹腔引流管
'xiong'fu'shui'chang'gui'jian'cha 胸腹水常规检查
'xiong'fu'shui'te'shu'jian'cha 胸腹水特殊检查
'xiong'fu'zhu'dong'mai'dong'mai'liu 胸腹主动脉动脉瘤
'xiong'fu'zhu'dong'mai'sun'shang'xiu'fu'shu 胸腹主动脉损伤修复术
'xiong'gai'shu 胸改术
'xiong'gan'ji'mei 胸苷激酶
'xiong'gao'wan'ji'su'fen'mi'guo'duo 雄睾丸激素分泌过多
'xiong'ge'man'men 胸膈满闷
'xiong'ge'pi'men 胸膈痞闷
'xiong'ge'zhang'men 胸膈胀闷
'xiong'gen'zeng'zhang'jiao'nang 雄根增长胶囊
'xiong'gu'bi'xin'tu 胸骨蔽心突
'xiong'gu'bing'bian 胸骨病变
'xiong'gu'e'xing'zhong'liu 胸骨恶性肿瘤
'xiong'gu'fan'zhuan'shu 胸骨翻转术
'xiong'gu'gang'si'xian'dai'zhen 胸骨钢丝线带针
'xiong'gu'gu'ding'shu 胸骨固定术
'xiong'gu'gu'ruan'gu'liu 胸骨骨软骨瘤
'xiong'gu'gu'zhe 胸骨骨折
'xiong'gu'hou'jia'zhuang'xian 胸骨后甲状腺
'xiong'gu'hou'jia'zhuang'xian'liang'xing'zhong'liu 胸骨后甲状腺良性肿瘤
'xiong'gu'hou'jia'zhuang'xian'nang'zhong 胸骨后甲状腺囊肿
'xiong'gu'hou'jia'zhuang'xian'zhong 胸骨后甲状腺肿
'xiong'gu'hou'jie'jie'xing'jia'zhuang'xian'zhong 胸骨后结节性甲状腺肿
'xiong'gu'jia'zhuang'ji 胸骨甲状肌
'xiong'gu'jiao'ping'mian 胸骨角平面
'xiong'gu'jie'he 胸骨结核
'xiong'gu'kai'fang'xing'gu'zhe 胸骨开放性骨折
'xiong'gu'liang'xing'zhong'liu 胸骨良性肿瘤
'xiong'gu'pang'shan'xiu'bu'shu 胸骨旁疝修补术
'xiong'gu'pang'xian 胸骨旁线
'xiong'gu'qian'yin'shu 胸骨牵引术
'xiong'gu'qie'kai'shu 胸骨切开术
'xiong'gu'shang'wo 胸骨上窝
'xiong'gu'she'gu'ji 胸骨舌骨肌
'xiong'gu'tuo'wei'xiong'lei'guan'jie'tuo'wei 胸骨脱位胸肋关节脱位
'xiong'gu'xia'hou'tong 胸骨下后痛
'xiong'gu'xia'jia'zhuang'xian'qie'chu'shu 胸骨下甲状腺切除术
'xiong'gu'xia'jiao 胸骨下角
'xiong'gu'xia'tong 胸骨下痛
'xiong'he'luan'kuai'fa'yu 雄核卵块发育
'xiong'hou'bi'kai'fang'xing'shang'kou 胸后壁开放性伤口
'xiong'ji'lao'sun'bu'bao'kuo'wai'shang 胸肌劳损不包括外伤
'xiong'ji'su'bu'min'gan'zong'he'zheng 雄激素不敏感综合症
'xiong'ji'su'di'kang'zong'he'zheng 雄激素抵抗综合症
'xiong'ji'su'jie'he'dan'bai 雄激素结合蛋白
'xiong'ji'su'xing'tu'fa 雄激素性秃发
'xiong'ji'su'xing'tuo'fa 雄激素性脱发
'xiong'ji'su'yi'lai'zong'he'zheng 雄激素依赖综合症
'xiong'ji'su'yuan'xing'tuo'fa 雄激素源性脱发
'xiong'jian'feng'dong'mai 胸肩峰动脉
'xiong'jian'jia'jian'jie'duan'shu 胸肩胛间截断术
'xiong'jiao'gan'gan'shen'jing'jie 胸交感干神经节
'xiong'jiao'gan'shen'jing'qie'chu'shu 胸交感神经切除术
'xiong'jie'di'zu'zhi'e'xing'zhong'liu 胸结缔组织恶性肿瘤
'xiong'ju'shang'qing 芎菊上清
'xiong'ju'shang'qing'ke'li 芎菊上清颗粒
'xiong'ju'shang'qing'pian 芎菊上清片
'xiong'ju'shang'qing'wan 芎菊上清丸
'xiong'kuo'bing'sun'qie'chu'shu 胸廓病损切除术
'xiong'kuo'cheng'xing'shu 胸廓成形术
'xiong'kuo'chong'tian'shu 胸廓充填术
'xiong'kuo'chu'kou'zong'he'zheng 胸廓出口综合症
'xiong'kuo'gai'liang'cheng'xing'shu 胸廓改良成形术
'xiong'kuo'gu'bing'sun'qie'chu'shu 胸廓骨病损切除术
'xiong'kuo'gu'ding'dai 胸廓固定带
'xiong'kuo'gu'gu'sui'yan'gua'chu'shu 胸廓骨骨髓炎刮除术
'xiong'kuo'gu'jie'he'gua'chu'shu 胸廓骨结核刮除术
'xiong'kuo'gu'nang'zhong'gua'chu'shu 胸廓骨囊肿刮除术
'xiong'kuo'ji'xing'jiao'zheng'shu 胸廓畸形矫正术
'xiong'kuo'ji'xing'shou'shu 胸廓畸形手术
'xiong'kuo'nei'dong'mai 胸廓内动脉
'xiong'kuo'nei'jing'mai 胸廓内静脉
'xiong'kuo'nei'xue'guan'sun'shang 胸廓内血管损伤
'xiong'kuo'shang'kou 胸廓上口
'xiong'kuo'xia'kou 胸廓下口
'xiong'kuo'yu'zhou'wei'shen'jing'shou'shu 胸廓与周围神经手术
'xiong'kuo'zao'kou'bi'he'shu 胸廓造口闭合术
'xiong'kuo'zhan'lian'song'jie'shu 胸廓粘连松解术
'xiong'lang'shang'kou 胸廊上口
'xiong'lei'guan'jie 胸肋关节
'xiong'lian'shuang'tai 胸联双胎
'xiong'lin'ba'jie'bing 胸淋巴结病
'xiong'luo'bu'he'zheng 胸络不和证
'xiong'man'wan'tong 胸满脘痛
'xiong'men'bu'ji 胸闷不饥
'xiong'men'fu'zhang 胸闷腹胀
'xiong'men'kou'ni'zui'you'ling 胸闷口腻最有灵
'xiong'men'wan'pi 胸闷脘痞
'xiong'mo'ban'ban'you'shi'mian'chen'zhuo'bing 胸膜斑伴有石棉沉着病
'xiong'mo'bao'chong'nei'nang'zhai'chu'shu 胸膜包虫内囊摘除术
'xiong'mo'bi'ceng'e'xing'zhong'liu 胸膜壁层恶性肿瘤
'xiong'mo'bing'hai'qie'chu'shu 胸膜病害切除术
'xiong'mo'bing'sun'qie'chu'shu 胸膜病损切除术
'xiong'mo'bo'chu'shu 胸膜剥除术
'xiong'mo'bo'tuo'shu 胸膜剥脱术
'xiong'mo'bu'fen'qie'chu'shu 胸膜部分切除术
'xiong'mo'can'qiang 胸膜残腔
'xiong'mo'dou 胸膜窦
'xiong'mo'e'xing'jian'pi'liu 胸膜恶性间皮瘤
'xiong'mo'e'xing'zhong'liu 胸膜恶性肿瘤
'xiong'mo'fei'hou'xiong'mo'xian'wei'hua 胸膜肥厚胸膜纤维化
'xiong'mo'fei'quan'qie'chu'shu 胸膜肺全切除术
'xiong'mo'fei'yan 胸膜肺炎
'xiong'mo'gai'hua 胸膜钙化
'xiong'mo'gu'ding'shu 胸膜固定术
'xiong'mo'hua'hen'shu 胸膜划痕术
'xiong'mo'huo'jian'shu 胸膜活检术
'xiong'mo'ji'fa'e'xing'zhong'liu 胸膜继发恶性肿瘤
'xiong'mo'ji'huan 胸膜疾患
'xiong'mo'ji'qiu'you'bing 胸膜棘球蚴病
'xiong'mo'jian'pi'liu 胸膜间皮瘤
'xiong'mo'jian'pi'liu'zhai'chu'shu 胸膜间皮瘤摘除术
'xiong'mo'liang'xing'zhong'liu 胸膜良性肿瘤
'xiong'mo'mo'ca'shu 胸膜摩擦术
'xiong'mo'qiang'ji'ye 胸膜腔积液
'xiong'mo'qiang'nei'ya 胸膜腔内压
'xiong'mo'qiang'yin'liu'shu 胸膜腔引流术
'xiong'mo'qiang'zao'kou'shu 胸膜腔造口术
'xiong'mo'qie'chu'shu 胸膜切除术
'xiong'mo'quan'fei'qie'chu'shu 胸膜全肺切除术
'xiong'mo'sun'shang 胸膜损伤
'xiong'mo'xia'fei'xiao'pao 胸膜下肺小泡
'xiong'mo'xian'wei'hua 胸膜纤维化
'xiong'mo'xin'bao'bo'chu'shu 胸膜心包剥除术
'xiong'mo'xiu'bu'shu 胸膜修补术
'xiong'mo'yan'ban'ji'ye 胸膜炎伴积液
'xiong'mo'yan'tong 胸膜炎痛
'xiong'mo'ye 胸膜液
'xiong'mo'yi'chang 胸膜异常
'xiong'mo'yin'wo 胸膜隐窝
'xiong'mo'zhan'lian 胸膜粘连
'xiong'mo'zhan'lian'fen'jie'shu 胸膜粘连分解术
'xiong'mo'zhan'lian'lao'duan'shu 胸膜粘连烙断术
'xiong'mo'zhong'liu'qie'chu'shu 胸膜肿瘤切除术
'xiong'mu'xi'bao 雄母细胞
'xiong'nei'jia'zhuang'xian 胸内甲状腺
'xiong'nei'qi'guan'duo'chu'sun'shang 胸内器官多处损伤
'xiong'nei'qi'guan'sun'shang 胸内器官损伤
'xiong'nei'yi'wu'qing'chu'shu 胸内异物清除术
'xiong'nei'yi'wu'qu'chu'shu 胸内异物取出术
'xiong'nei'za'yin 胸内杂音
'xiong'pi'ou'e'zong'neng'chu 胸痞呕恶总能除
'xiong'qian'bi'kai'fang'xing'shang'kou 胸前壁开放性伤口
'xiong'qian'hou'jing 胸前后径
